,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Fear,Anger,Tentative
2608,Kelly Ayotte,KellyAyotte,W,R,Congratulations to Nashua Catholic girls soccer team on winning the championship--  Great game and comeback-- https://t--co/fNHVpOrAB8,5,48,0.906466,Congratulations to Nashua Catholic girls soccer team on winning the championship--  Great game and comeback-- https://t--co/fNHVpOrAB8.,,,,,,
2609,Kelly Ayotte,KellyAyotte,W,R,We did it-- That was tough-- 26--2  miles--  Congrats to all the runners today-- Thank you to our excellent Marines https://t--co/444g3TmHFf,12,303,0.915144,We did it-- That was tough-- 26--2  miles--  Congrats to all the runners today-- Thank you to our excellent Marines https://t--co/444g3TmHFf.,,,0.618451,,,
2610,Kelly Ayotte,KellyAyotte,W,R,About to run my first marathon Marine Corp with my aunt Sheila-- Semper Fi-- https://t--co/hlQ0A1001S,15,376,,,,,,,,
2611,Kelly Ayotte,KellyAyotte,W,R,"Sad to learn my friend Bob Corker is retiring from the Senate-- Bob is great leader-smart, impactful and a true patriot-- He'll be missed",9,78,,"Sad to learn my friend Bob Corker is retiring from the Senate-- Bob is great leader-smart, impactful and a true patriot-- He'll be missed.",,0.873222,,,,
2612,Kelly Ayotte,KellyAyotte,W,R,RT @SecretaryPerry: Excited to be w/ friends including @SecretaryZinke &amp; @KellyAyotte this AM at @NCEW17 Symposium #Energy #science #techno------,38,0,0.914031,RT @SecretaryPerry: Excited to be w/ friends including @SecretaryZinke &amp; @KellyAyotte this AM at @NCEW17 Symposium #Energy #science #techno------.,,,,,,
2613,Kelly Ayotte,KellyAyotte,W,R,RT @SecretaryZinke: Happy to join @SecretaryPerry &amp; @KellyAyotte at Clean Energy Week-- DYK @interior and @usbr is one of the largest hydrop------,32,0,0.907451,RT @SecretaryZinke: Happy to join @SecretaryPerry &amp; @KellyAyotte at Clean Energy Week-- DYK @interior and @usbr is one of the largest hydrop------.,,,,,,
2614,Kelly Ayotte,KellyAyotte,W,R,At Ed Sheeran with Kate-- A favorite of both of us--  His music is so good https://t--co/ogNHLUOj7K,3,76,0.727542,At Ed Sheeran with Kate-- A favorite of both of us--  His music is so good https://t--co/ogNHLUOj7K.,,,,,,
2615,Kelly Ayotte,KellyAyotte,W,R,On 9/11 let us rededicate ourselves to come together as a country like we did on that horrible day to help &amp; love each other,13,94,0.72508,On 9/11 let us rededicate ourselves to come together as a country like we did on that horrible day to help &amp; love each other.,,,,,,
2616,Kelly Ayotte,KellyAyotte,W,R,"Heroes =firefighters, police ,EMS &amp; ordinary Americans who sacrificed their lives for others-- We will never forget them",6,37,,,,,,,,
2617,Kelly Ayotte,KellyAyotte,W,R,We will never forget the depraved terrorist attacks on our country on 9/11 but most off all we honor the heroes,13,49,,We will never forget the depraved terrorist attacks on our country on 9/11 but most off all we honor the heroes.,,,0.579436,,,
2618,Kelly Ayotte,KellyAyotte,W,R,Great day to run a 5K in Nashua-- Head down to MF to support our veterans-- https://t--co/uck7D3tQS9,8,51,,,,,,,,
2619,Kelly Ayotte,KellyAyotte,W,R,I am so excited that Jacob is doing First Lego League this year-- https://t--co/8TpfoVOOk9,8,43,0.845386,I am so excited that Jacob is doing First Lego League this year-- https://t--co/8TpfoVOOk9.,,,,,,
2620,Kelly Ayotte,KellyAyotte,W,R,Good for Governor Sununu and Dean Kamen making First available for every child and every school in NH https://t--co/8g9SXAs4lQ,19,52,0.620423,Good for Governor Sununu and Dean Kamen making First available for every child and every school in NH https://t--co/8g9SXAs4lQ.,,,0.874372,,,
2621,Kelly Ayotte,KellyAyotte,W,R,Beautiful day to hike Rattlesnake Mtn https://t--co/bLsaHXZxEw,13,148,0.812598,Beautiful day to hike Rattlesnake Mtn https://t--co/bLsaHXZxEw.,,,,,,
2622,Kelly Ayotte,KellyAyotte,W,R,Kate entered Jr HIgh-- Where did the time go-- https://t--co/ADGbobpaDw,5,83,,,,,,,,
2623,Kelly Ayotte,KellyAyotte,W,R,First day of school Jake--  4th grade-- Wishing all students and parents a great school year-- https://t--co/gDRDP9C4Kt,8,58,0.608349,First day of school Jake--  4th grade-- Wishing all students and parents a great school year-- https://t--co/gDRDP9C4Kt.,,,0.704642,,,
2624,Kelly Ayotte,KellyAyotte,W,R,Awesome day to hike Mt Monadnock with Kate-- https://t--co/OqU2tp0ISP,9,216,0.730603,Awesome day to hike Mt Monadnock with Kate-- https://t--co/OqU2tp0ISP.,,,,,,
2625,Kelly Ayotte,KellyAyotte,W,R,Another great MOAA picnic today at the Portsmouth Naval Shipyard--  Thank you to our veterans-- https://t--co/RatVWIBVdH,5,89,0.882312,Another great MOAA picnic today at the Portsmouth Naval Shipyard--  Thank you to our veterans-- https://t--co/RatVWIBVdH.,,,,,,
2626,Kelly Ayotte,KellyAyotte,W,R,Over the edge with @JamieStatonWMUR for great NH charities--  As scary as running for office but so much more fun https://t--co/t5bIMjRtmj,10,67,0.770943,Over the edge with @JamieStatonWMUR for great NH charities--  As scary as running for office but so much more fun https://t--co/t5bIMjRtmj.,,,,,,
2627,Kelly Ayotte,KellyAyotte,W,R,So scary but really fun going over the edge of the 24 story Brady Sullivan building https://t--co/VmlfGdUqGN,4,61,,So scary but really fun going over the edge of the 24 story Brady Sullivan building https://t--co/VmlfGdUqGN.,,,,0.599313,,
2628,Kelly Ayotte,KellyAyotte,W,R,Getting ready to rappell off Brady Sullivan with @JamieStatonWMUR  were calm and cool but on the ground still https://t--co/2L9Yo46MPa,5,68,0.828976,Getting ready to rappell off Brady Sullivan with @JamieStatonWMUR  were calm and cool but on the ground still https://t--co/2L9Yo46MPa.,,,,,,
2629,Kelly Ayotte,KellyAyotte,W,R,"Praying for our friend Sen John McCain, Cindy &amp; his family-- John's a fighter, a patriot &amp; a man of great strength--",49,310,0.624013,"Praying for our friend Sen John McCain, Cindy &amp; his family-- John's a fighter, a patriot &amp; a man of great strength--.",,,,,,
2630,Kelly Ayotte,KellyAyotte,W,R,I am excited to begin working with @Citiz4Solutions to support #clean energy policies https://t--co/wbXf81HTFR #GOPenergy #EnergyAction,25,72,0.904212,I am excited to begin working with @Citiz4Solutions to support #clean energy policies https://t--co/wbXf81HTFR #GOPenergy #EnergyAction.,,,,,,
2631,Kelly Ayotte,KellyAyotte,W,R,Joe and I are praying for a speedy recovery for our friend Senator John McCain--,21,159,,,,,,,,
2632,Kelly Ayotte,KellyAyotte,W,R,Shout out to Phil and Julie Taub the driving force behind https://t--co/yvwQJXGh5j--  Thank you for your incredible work--,2,15,0.719472,Shout out to Phil and Julie Taub the driving force behind https://t--co/yvwQJXGh5j--  Thank you for your incredible work--.,0.825947,,,,,
2633,Kelly Ayotte,KellyAyotte,W,R,Jake and I want to thank our Navy Seals and their families and their Seal dogs for keeping us safe and free-- https://t--co/U45KJ4ESDk,21,151,,Jake and I want to thank our Navy Seals and their families and their Seal dogs for keeping us safe and free-- https://t--co/U45KJ4ESDk.,0.69572,,,,,
2634,Kelly Ayotte,KellyAyotte,W,R,Honored to be at Swim with a Mission on Newfound Lake-- Thank you to our Navy Seals-- https://t--co/guw98BUiAw,10,49,0.819537,Honored to be at Swim with a Mission on Newfound Lake-- Thank you to our Navy Seals-- https://t--co/guw98BUiAw.,,,,,,
2635,Kelly Ayotte,KellyAyotte,W,R,"I'm going ""over the edge"" of the Brady Sullivan building for great NH causes-- Please help-- https://t--co/MQqp9tezph /",4,21,,"I'm going ""over the edge"" of the Brady Sullivan building for great NH causes-- Please help-- https://t--co/MQqp9tezph /.",0.562568,,,,,
2636,Kelly Ayotte,KellyAyotte,W,R,Thank u to all of our active duty military &amp; veterans for defending our freedom so we can enjoy July 4th with our family,32,151,0.835933,Thank u to all of our active duty military &amp; veterans for defending our freedom so we can enjoy July 4th with our family.,,,0.543112,,,
2637,Kelly Ayotte,KellyAyotte,W,R,"Happy Independence Day-- Our founders pledged their lives, fortunes, &amp; sacred honor to form the greatest country[--]",16,127,0.94406,"Happy Independence Day-- Our founders pledged their lives, fortunes, &amp; sacred honor to form the greatest country[--].",0.779757,,,,,
2638,Kelly Ayotte,KellyAyotte,W,R,So excited to hear U2 in Foxboro with my friends-- Bono rocks-- https://t--co/mu6ipqj0uj,5,113,0.961828,So excited to hear U2 in Foxboro with my friends-- Bono rocks-- https://t--co/mu6ipqj0uj.,,,,,,
2639,Kelly Ayotte,KellyAyotte,W,R,Congratulations to Derek Bobbitt of Nashua who became and Eagle Scout today-- https://t--co/r8dTeygLC3,4,61,0.783955,Congratulations to Derek Bobbitt of Nashua who became and Eagle Scout today-- https://t--co/r8dTeygLC3.,,,,,,
2640,Kelly Ayotte,KellyAyotte,W,R,Corporal Michael Ouellette gave his life for our freedom and we will never forget his bravery and sacrifice--,5,40,,Corporal Michael Ouellette gave his life for our freedom and we will never forget his bravery and sacrifice--.,,0.559964,,,,
2641,Kelly Ayotte,KellyAyotte,W,R,"Honored to be with Stephanie Ouellette at the NH Freedom Cup in memory of her brother Cpl Michael Ouellette, a hero https://t--co/L9x2gU7kZA",6,43,0.715339,"Honored to be with Stephanie Ouellette at the NH Freedom Cup in memory of her brother Cpl Michael Ouellette, a hero https://t--co/L9x2gU7kZA.",,,,,,
2642,Kelly Ayotte,KellyAyotte,W,R,RT @ThucydidesTrap: See how #WonderWoman defeats evil Ludendorff by escaping Thucydides's Trap: https://t--co/PkS938Ox21 https://t--co/oCKxGu------,79,0,,,,,,,,
2643,Kelly Ayotte,KellyAyotte,W,R,Oops missed an r in Cirtronics--  Check out a great company I am proud to help at https://t--co/Uygd3HYRPp,0,12,0.875282,Oops missed an r in Cirtronics--  Check out a great company I am proud to help at https://t--co/Uygd3HYRPp. Congratulations to the Phillies minor league Little League champs of Nashua-- https://t--co/o3lOUFBF0F.,,,,,,
2644,Kelly Ayotte,KellyAyotte,W,R,Congratulations to the Phillies minor league Little League champs of Nashua-- https://t--co/o3lOUFBF0F,6,49,,,,,,,,
2645,Kelly Ayotte,KellyAyotte,W,R,Citronics is owned by its employees and they have a great team lead by CEO Gerardine Ferlins--,2,9,0.609035,"Honored to join Citronics Bd of Advisors, a great manufacturing company in Milford, NH, https://t--co/QyDO7QOKZG.",,,,,,
2646,Kelly Ayotte,KellyAyotte,W,R,"Honored to join Citronics Bd of Advisors, a great manufacturing company in Milford, NH, https://t--co/QyDO7QOKZG",4,17,0.609035,"Honored to join Citronics Bd of Advisors, a great manufacturing company in Milford, NH, https://t--co/QyDO7QOKZG.",,,,,,
2647,Kelly Ayotte,KellyAyotte,W,R,It's shocking &amp; sad that members be targeted while practicing for a bipartisan baseball game for charity,29,89,,My thoughts &amp; prayers are with Congressman Scalise &amp; all affected by the tragedy this am-- Thank u to the Capitol Police.,,0.800308,0.579436,,,
2648,Kelly Ayotte,KellyAyotte,W,R,My thoughts &amp; prayers are with Congressman Scalise &amp; all affected by the tragedy this am-- Thank u to the Capitol Police,4,47,0.608192,My thoughts &amp; prayers are with Congressman Scalise &amp; all affected by the tragedy this am-- Thank u to the Capitol Police.,,0.800308,0.579436,,,
2649,Kelly Ayotte,KellyAyotte,W,R,Stars and stripes A fitting national symbol | New Hampshire  https://t--co/HmQ82fofmL,7,14,0.608192,Stars and stripes A fitting national symbol | New Hampshire  https://t--co/HmQ82fofmL.,,,,,,
2650,Kelly Ayotte,KellyAyotte,W,R,Renee has done so much for our veterans and for NH and is so deserving of this award-- https://t--co/4hgzIOY56f,1,20,0.732918,Congratulations to my friend Renee Plummer named distinguished citizen of the year by the Daniel Webster Council-- https://t--co/JSisgy7z25.,,,,,,
2651,Kelly Ayotte,KellyAyotte,W,R,Congratulations to my friend Renee Plummer named distinguished citizen of the year by the Daniel Webster Council-- https://t--co/JSisgy7z25,10,65,0.782054,Congratulations to my friend Pam Patenaude nominated to serve as Deputy Sec of HUD--  Pam is terrific--.,,,,,,
2652,Kelly Ayotte,KellyAyotte,W,R,Jake becomes a webelo--  So proud of him-- https://t--co/hVsBa2Kxko,8,147,0.894029,Jake becomes a webelo--  So proud of him-- https://t--co/hVsBa2Kxko.,,,,,,
2653,Kelly Ayotte,KellyAyotte,W,R,So proud of Kate graduating from 6th grade at St Chris tonight--  It goes by so fast https://t--co/gZRBM2TnP2,5,153,0.743337,So proud of Kate graduating from 6th grade at St Chris tonight--  It goes by so fast https://t--co/gZRBM2TnP2.,0.562568,,,,,
2654,Kelly Ayotte,KellyAyotte,W,R,Proud of @BlinkHealth for launching #TreatType2 -part of their ongoing commitment to help Americans with diabetes https://t--co/4H4nyaIhEA,2,16,0.805936,Proud of @BlinkHealth for launching #TreatType2 -part of their ongoing commitment to help Americans with diabetes https://t--co/4H4nyaIhEA.,0.562568,,,,,
2655,Kelly Ayotte,KellyAyotte,W,R,Congratulations to my friend Bobbie Hantz who was nominated today to serve on the NH Supreme Court-- Great choice by Governor Sununu--,9,35,0.565205,D-Day: History hinged on the Sixth of June | New Hampshire  https://t--co/YvWxvHvRDo.,,,,,,
2656,Kelly Ayotte,KellyAyotte,W,R,D-Day: History hinged on the Sixth of June | New Hampshire  https://t--co/YvWxvHvRDo,2,25,0.565205,D-Day: History hinged on the Sixth of June | New Hampshire  https://t--co/YvWxvHvRDo.,0.687768,,,,,
2657,Kelly Ayotte,KellyAyotte,W,R,Running for https://t--co/Muh49eMX4S in memory of a wonderful girl McKenzie Lowe https://t--co/CgfLK6GTWv,2,47,0.93743,Running for https://t--co/Muh49eMX4S in memory of a wonderful girl McKenzie Lowe https://t--co/CgfLK6GTWv.,0.687768,,0.638987,,,
2658,Kelly Ayotte,KellyAyotte,W,R,Thank you to Nashua High Principal Marianne Busteed for all her hard work for our students at NHS North-- https://t--co/0K8cEHW4Nj,3,24,,Thank you to Nashua High Principal Marianne Busteed for all her hard work for our students at NHS North-- https://t--co/0K8cEHW4Nj.,,,0.638987,,,
2659,Kelly Ayotte,KellyAyotte,W,R,Honored to be at NHS North for Honor Society Memorial Day ceremony Each flag represents a hero who has died for us https://t--co/UhugeeaAW0,4,31,0.864283,Congratulations to Nashua World Cup Soccer 5-0 this weekend taking the JSSA tournament championship-- https://t--co/Ioy8qxBqKV.,,,,,,
2660,Kelly Ayotte,KellyAyotte,W,R,Congratulations to Nashua World Cup Soccer 5-0 this weekend taking the JSSA tournament championship-- https://t--co/Ioy8qxBqKV,3,23,0.864283,Congratulations to Nashua World Cup Soccer 5-0 this weekend taking the JSSA tournament championship-- https://t--co/Ioy8qxBqKV.,,,,,,
2661,Kelly Ayotte,KellyAyotte,W,R,"RT @WSJopinion: Here's why history will repay your love, writes @Peggynoonannyc https://t--co/PIpfAxgjsj",69,0,0.859331,"RT @WSJopinion: Here's why history will repay your love, writes @Peggynoonannyc https://t--co/PIpfAxgjsj.",,,0.704642,,,
2662,Kelly Ayotte,KellyAyotte,W,R,Why History Will Repay Your Love-- Must Read-- https://t--co/mCNP31iyZI,8,27,0.796657,Why History Will Repay Your Love-- Must Read-- https://t--co/mCNP31iyZI.,0.687768,,0.704642,,,
2663,Kelly Ayotte,KellyAyotte,W,R,Memorial Day weekend remember &amp; honor our military who made the ultimate sacrifice for our great country &amp; our freedom,9,69,0.672388,Memorial Day weekend remember &amp; honor our military who made the ultimate sacrifice for our great country &amp; our freedom.,0.687768,,,,,
2664,Kelly Ayotte,KellyAyotte,W,R,"Thank you to our first responders, police, fire &amp; EMS who keep us safe and help us-- God bless them &amp; their families https://t--co/zihDShjb5t",4,48,0.904155,"Thank you to our first responders, police, fire &amp; EMS who keep us safe and help us-- God bless them &amp; their families https://t--co/zihDShjb5t.",0.506763,,,,,
2665,Kelly Ayotte,KellyAyotte,W,R,"Honored to attend the NH Police,Fire &amp;EMS Foundation dinner-- Congrats to the award recipients-- https://t--co/4mVo8Egqqe",1,34,0.762472,"Honored to attend the NH Police,Fire &amp;EMS Foundation dinner-- Congrats to the award recipients-- https://t--co/4mVo8Egqqe.",0.506763,,,,,
2666,Kelly Ayotte,KellyAyotte,W,R,RT @grantbosse: Manchesters United: Radical Islam targets teenagers @UnionLeader  https://t--co/H83brfhINn,2,0,0.751523,RT @TuftsPatrick: Thank you @KellyAyotte and @MarkHuddleston for your support of @UofNH https://t--co/fcWGvEkgpz.,,,,,,
2667,Kelly Ayotte,KellyAyotte,W,R,RT @TuftsPatrick: Thank you @KellyAyotte and @MarkHuddleston for your support of @UofNH https://t--co/fcWGvEkgpz,3,0,0.751523,RT @TuftsPatrick: Thank you @KellyAyotte and @MarkHuddleston for your support of @UofNH https://t--co/fcWGvEkgpz.,,,0.80026,,,
2668,Kelly Ayotte,KellyAyotte,W,R,Honored to speak tonight at the UNH Manchester graduation--  Congrats to all-- https://t--co/FeVsB1sXoL,2,37,0.918437,Honored to speak tonight at the UNH Manchester graduation--  Congrats to all-- https://t--co/FeVsB1sXoL.,,,0.80026,,,
2669,Kelly Ayotte,KellyAyotte,W,R,"RT @UNHManchester: ""If things don't go your way, get back up and try again until you reach your goal"" - @KellyAyotte https://t--co/4dg9JDUdLu",9,0,0.630808,"RT @UNHManchester: @KellyAyotte: ""I can promise that if you build your post graduate life here, you will not regret it"" #UNH17 https://t--co------.",,,,,,
2670,Kelly Ayotte,KellyAyotte,W,R,"RT @UNHManchester: @KellyAyotte: ""I can promise that if you build your post graduate life here, you will not regret it"" #UNH17 https://t--co------",1,0,0.630808,"RT @UNHManchester: @KellyAyotte: ""I can promise that if you build your post graduate life here, you will not regret it"" #UNH17 https://t--co------.",,,,,,
2671,Kelly Ayotte,KellyAyotte,W,R,RT @IRIglobal: Honored to have @KellyAyotte  and General Brent Scowcroft here at our #FreedomDinner-- https://t--co/FoIwngNQnc,4,0,0.664991,RT @IRIglobal: Honored to have @KellyAyotte  and General Brent Scowcroft here at our #FreedomDinner-- https://t--co/FoIwngNQnc.,,,0.6821,,,
2672,Kelly Ayotte,KellyAyotte,W,R,Wishing my wonderful mother Kathy and all the mothers out there a happy and blessed Mother's Day--,6,54,0.975318,Wishing my wonderful mother Kathy and all the mothers out there a happy and blessed Mother's Day--.,,,0.6821,,,
2673,Kelly Ayotte,KellyAyotte,W,R,Great morning running the Wallis Sands half--  Congrats to all the runners[--] https://t--co/F2zKO58qJM,1,50,0.878367,Great morning running the Wallis Sands half--  Congrats to all the runners[--] https://t--co/F2zKO58qJM.,,,0.80026,,,
2674,Kelly Ayotte,KellyAyotte,W,R,"Great to run 10k today in honor of Chief Mike Maloney, a true hero, badge 260 Forever https://t--co/t6OLoqZqPQ",3,66,0.773346,"Great to run 10k today in honor of Chief Mike Maloney, a true hero, badge 260 Forever https://t--co/t6OLoqZqPQ.",,,0.816764,,,
2675,Kelly Ayotte,KellyAyotte,W,R,Honored to receive the MOAA Granite State Warriors award today-- Thank you to all who have served our great nation https://t--co/UJwSMzbSKH,4,54,0.895447,Honored to receive the MOAA Granite State Warriors award today-- Thank you to all who have served our great nation https://t--co/UJwSMzbSKH.,,,0.618451,,,
2676,Kelly Ayotte,KellyAyotte,W,R,Congratulations to my friend Pam Patenaude nominated to serve as Deputy Sec of HUD--  Pam is terrific--,8,43,0.743526,Joe and I were thrilled to be at our friend Governor Benson's portrait unveiling today-- https://t--co/kkncHzIGx5.,,,,,,
2677,Kelly Ayotte,KellyAyotte,W,R,Joe and I were thrilled to be at our friend Governor Benson's portrait unveiling today-- https://t--co/kkncHzIGx5,2,58,0.743526,Joe and I were thrilled to be at our friend Governor Benson's portrait unveiling today-- https://t--co/kkncHzIGx5.,,,,,,0.856622
2678,Kelly Ayotte,KellyAyotte,W,R,RT @undergroundPOL: Some words from @KellyAyotte's opening statement-- --#GreatDebate17 https://t--co/EAFT2dTELp,13,0,0.615268,RT @undergroundPOL: Some words from @KellyAyotte's opening statement-- --#GreatDebate17 https://t--co/EAFT2dTELp.,,,,,,0.856622
2679,Kelly Ayotte,KellyAyotte,W,R,"RT @AlexHortonTX: The Doolittle Raid, perhaps history's most daring mission, was 75 years ago today-- Only one airman remains alive https://------",495,0,0.615268,"RT @AlexHortonTX: The Doolittle Raid, perhaps history's most daring mission, was 75 years ago today-- Only one airman remains alive https://------.",,,0.660207,,,0.704683
2680,Kelly Ayotte,KellyAyotte,W,R,Excited to join @BlinkHealth Advisory Board to advance their mission of making prescription drugs affordable for all Americans,8,43,0.791078,Excited to join @BlinkHealth Advisory Board to advance their mission of making prescription drugs affordable for all Americans.,,,0.660207,,,
2681,Kelly Ayotte,KellyAyotte,W,R,"RT @IOPfellows: Thank you, Senator @KellyAyotte, for visiting the @HarvardIOP---- ----#futureofpolitics https://t--co/xWyMAPfCUC",4,0,0.74467,"RT @IOPfellows: Thank you, Senator @KellyAyotte, for visiting the @HarvardIOP---- ----#futureofpolitics https://t--co/xWyMAPfCUC.",,,,,,
2682,Kelly Ayotte,KellyAyotte,W,R,Congratulations to my friend Paul Chevalier on receiving the McQuillen Award-thankful 4 his brave service in Vietnam https://t--co/EBUKIpQetu,5,20,0.936734,Congratulations to my friend Paul Chevalier on receiving the McQuillen Award-thankful 4 his brave service in Vietnam https://t--co/EBUKIpQetu.,,,,,,
2683,Kelly Ayotte,KellyAyotte,W,R,"RT @BelferCenter: Join Us: @JFKJrForum with @KellyAyotte, Belfer Center Fellow and former US Senator &amp; NH Attorney General https://t--co/yLX------",5,0,0.537491,"RT @BelferCenter: Join Us: @JFKJrForum with @KellyAyotte, Belfer Center Fellow and former US Senator &amp; NH Attorney General https://t--co/yLX------. RT @VoicesHSPH: How can leaders cross the aisle to address urgent #publichealth issues together-- @KellyAyotte joins us Thursday: https://t--------.",,,,,,
2684,Kelly Ayotte,KellyAyotte,W,R,RT @VoicesHSPH: How can leaders cross the aisle to address urgent #publichealth issues together-- @KellyAyotte joins us Thursday: https://t--------,5,0,0.866938,"Congratulations, Justice #Gorsuch-- https://t--co/96VkHbzWQQ.",,,,,,
2685,Kelly Ayotte,KellyAyotte,W,R,"Congratulations, Justice #Gorsuch-- https://t--co/96VkHbzWQQ",66,371,0.784227,"Congratulations, Justice #Gorsuch-- My statement: https://t--co/izURhW5CnB.",0.882284,,,,,
2686,Kelly Ayotte,KellyAyotte,W,R,Honored to be at the @WhiteHouse today for Neil Gorsuch's swearing in ceremony as the 101st #SCOTUS associate justi------ https://t--co/azWgTSC312,15,109,0.539155,Honored to be at the @WhiteHouse today for Neil Gorsuch's swearing in ceremony as the 101st #SCOTUS associate justi------ https://t--co/azWgTSC312.,0.882284,,,,,
2687,Kelly Ayotte,KellyAyotte,W,R,"Congratulations, Justice #Gorsuch-- My statement: https://t--co/izURhW5CnB",56,213,0.60556,RT @Morning_Joe: Ahead on @Morning_Joe:--@ChrisCoons--@SenMikeLee--@KellyAyotte https://t--co/Zo2Iw9X5w6.,,,,,,
2688,Kelly Ayotte,KellyAyotte,W,R,RT @Morning_Joe: Ahead on @Morning_Joe:--@ChrisCoons--@SenMikeLee--@KellyAyotte https://t--co/Zo2Iw9X5w6,5,0,0.60556,RT @Morning_Joe: Ahead on @Morning_Joe:--@ChrisCoons--@SenMikeLee--@KellyAyotte https://t--co/Zo2Iw9X5w6.,0.964006,,,,,
2689,Kelly Ayotte,KellyAyotte,W,R,Thank you to Senate Republicans for allowing Judge Gorsuch's confirmation to move forward #confirmgorsuch,28,156,,Thank you to Senate Republicans for allowing Judge Gorsuch's confirmation to move forward #confirmgorsuch.,0.964006,0.507617,0.543112,,,
2690,Kelly Ayotte,KellyAyotte,W,R,"Truly sad Dems filibustered such a qualified nominee, now Republicans are left w/ no choice but to move to 51 vote for #SCOTUS confirmation",62,144,,"Truly sad Dems filibustered such a qualified nominee, now Republicans are left w/ no choice but to move to 51 vote for #SCOTUS confirmation.",,0.507617,0.543112,,,
2691,Kelly Ayotte,KellyAyotte,W,R,RT @IRIglobal: --@KellyAyotte: Foreign aid is often mistaken for charity but it is a powerful tool to advance US interests-- https://t--co/jMq------,19,0,,,,,,,,
2692,Kelly Ayotte,KellyAyotte,W,R,Joining @msnbc's @mitchellreports in a few minutes to talk about Senate action this week on Judge Gorsuch's nomination for #SCOTUS -tune in--,3,23,,,,,,,,
2693,Kelly Ayotte,KellyAyotte,W,R,RT @TeamCavuto: --@KellyAyotte on @FoxBusiness: Republicans are being left with no choice but to change the rules to confirm Neil Gorsuch-- h------,142,0,,,,,,,,
2694,Kelly Ayotte,KellyAyotte,W,R,Up next on @TheLeadCNN with @jaketapper to talk about Senate action this week on Judge Gorsuch's nomination #SCOTUS,4,22,,,,,,,,
2695,Kelly Ayotte,KellyAyotte,W,R,RT @RedSox:  ALERT --#OpeningDay https://t--co/9Rx27VieXb,548,0,,,,,,,,
2696,Kelly Ayotte,KellyAyotte,W,R,Will be joining @TeamCavuto on @FoxBusiness at 1:30 to talk latest on Senate outlook for Judge Gorsuch's #SCOTUS nomination,5,17,0.531648,Thank you @Sen_JoeManchin @SenatorHeitkamp for supporting Judge Gorsuch:--https://t--co/V48QFGQvrD.,,,,,,
2697,Kelly Ayotte,KellyAyotte,W,R,RT @senjudiciary: WATCH LIVE: @SenJudiciary Committee to vote on the nomination of Judge Neil Gorsuch to be Associate Justice #SCOTUS https------,32,0,,,,,,,,
2698,Kelly Ayotte,KellyAyotte,W,R,Thank you @Sen_JoeManchin @SenatorHeitkamp for supporting Judge Gorsuch:--https://t--co/V48QFGQvrD,63,179,0.531648,Thank you @Sen_JoeManchin @SenatorHeitkamp for supporting Judge Gorsuch:--https://t--co/V48QFGQvrD.,0.93884,,,,,
2699,Kelly Ayotte,KellyAyotte,W,R,RT @jbendery: Joe Manchin makes it official: He'll vote for Neil Gorsuch-- He's the first Dem to say he'll support him-- https://t--co/cDqYgLS------,39,0,0.90212,Having a great day skiing at @CROTCHED_MTN with Jake-- Shout out to my friend @GovChrisSununu -We all love to ski in------ https://t--co/WOysVNgaj7.,0.579367,,0.618451,,,
2700,Kelly Ayotte,KellyAyotte,W,R,--@UnionLeader: Confirm Gorsuch: Dems plan pointless filibuster https://t--co/2bDRukrLTI,21,51,,--@UnionLeader: Confirm Gorsuch: Dems plan pointless filibuster https://t--co/2bDRukrLTI.,0.93884,,,,,0.525007
2701,Kelly Ayotte,KellyAyotte,W,R,Having a great day skiing at @CROTCHED_MTN with Jake-- Shout out to my friend @GovChrisSununu -We all love to ski in------ https://t--co/WOysVNgaj7,23,126,0.90212,Having a great day skiing at @CROTCHED_MTN with Jake-- Shout out to my friend @GovChrisSununu -We all love to ski in------ https://t--co/WOysVNgaj7.,0.579367,,0.618451,,,
2702,Kelly Ayotte,KellyAyotte,W,R,About to go live on @MSNBC with @mitchellreports to talk about Judge Gorsuch's confirmation hearing &amp; why the Senat------ https://t--co/T1REck0vN6,6,48,0.847509,About to go live on @MSNBC with @mitchellreports to talk about Judge Gorsuch's confirmation hearing &amp; why the Senat------ https://t--co/T1REck0vN6.,0.730335,,,,,0.525007
2703,Kelly Ayotte,KellyAyotte,W,R,RT @mitchellreports: Today on #AMR: @RepMarkWalker @BernieSanders @BillNeelyNBC @KellyAyotte @RepSwalwell on @MSNBC Tune in--,5,0,,,,,,,,
2704,Kelly Ayotte,KellyAyotte,W,R,Such an incredible honor work with Judge Gorsuch as his Sherpa-- https://t--co/GowQlYcs27 #SCOTUS #confirmgorsuch,26,114,0.847509,Such an incredible honor work with Judge Gorsuch as his Sherpa-- https://t--co/GowQlYcs27 #SCOTUS #confirmgorsuch.,0.840228,,,,,
2705,Kelly Ayotte,KellyAyotte,W,R,Joining @MorningsMaria on @FoxBusiness now to talk latest on Judge Gorsuch #SCOTUS hearings,4,18,0.58594,Joining @greta in a few minutes on @MSNBC to recap the first day of #SCOTUS hearing #confirmgorsuch.,0.743104,,,,,
