,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Tentative,Fear,Anger
2308,Cory Booker,CoryBooker,M,D,"Block shots , not the internet-- --#OneMoreVote to save #NetNeutrality https://t--co/g6y1haLKvM",1333,3114,,"Block shots , not the internet-- --#OneMoreVote to save #NetNeutrality https://t--co/g6y1haLKvM.",0.901894,,,,,
2309,Cory Booker,CoryBooker,M,D,"""I can't believe what you say, because I see what you do--"" J-- Baldwin----Cowardice boasts--Courage acts----Cowardice lie------ https://t--co/XwCFpNxPvj",1752,5607,,"""I can't believe what you say, because I see what you do--"" J-- Baldwin----Cowardice boasts--Courage acts----Cowardice lie------ https://t--co/XwCFpNxPvj.",,,,0.58393,,
2310,Cory Booker,CoryBooker,M,D,"RT @kkalmes2: Amnesty International Blasts Trump, Putin, Duterte, and Others for Human Rights Abuses https://t--co/3JHkvMQzTj #globalcitizen",95,0,,,,,,,,
2311,Cory Booker,CoryBooker,M,D,"RT @CNN: Teachers are using the hashtag #ArmMeWith to propose other resources they would rather be armed with, such as more funding, additi------",3401,0,,"RT @CNN: Teachers are using the hashtag #ArmMeWith to propose other resources they would rather be armed with, such as more funding, additi------.",0.862286,,,,,
2312,Cory Booker,CoryBooker,M,D,RT @williamlegate: The most ridiculous lie the NRA's been able to get away w is that gun control will result in only the bad guys having gu------,2757,0,,RT @williamlegate: The most ridiculous lie the NRA's been able to get away w is that gun control will result in only the bad guys having gu------.,,,,,,0.629487
2313,Cory Booker,CoryBooker,M,D,RT @DrJeremyTeuton: Article shows mass shooters getting guns due to a breakdown of the background check system (NICS) fixing this isn't con------,123,0,,RT @DrJeremyTeuton: Article shows mass shooters getting guns due to a breakdown of the background check system (NICS) fixing this isn't con------.,0.502925,,,,,
2314,Cory Booker,CoryBooker,M,D,This suck up tweet is the rank hypocracy that gives the NRA their perceived strength------The Republican Party preache------ https://t--co/Gtpa1Gvj1M,3708,12362,,,,,,,,
2315,Cory Booker,CoryBooker,M,D,Thank you for your service and courage then and your truth telling now-- ----The large majority of the public knows it------ https://t--co/vxPLd7drfY,475,1903,0.670283,Thank you for your service and courage then and your truth telling now-- ----The large majority of the public knows it------ https://t--co/vxPLd7drfY.,0.560098,,,,,
2316,Cory Booker,CoryBooker,M,D,"RT @BettyBowers: Hark, @DLoesch-- That NRA doesn't exist-- ----NRA was sporting club for its first 100 years-- It backed gun control------It now ge------",1988,0,,,,,,,,
2317,Cory Booker,CoryBooker,M,D,RT @ProudResister: 20 brands have dumped the @NRA: ----@MetLife--@symantec--@LifeLock--@BestWestern--@Wyndham--@Alamo--@NationalPro--@Enterprise--@FN------,38769,0,,RT @ProudResister: 20 brands have dumped the @NRA: ----@MetLife--@symantec--@LifeLock--@BestWestern--@Wyndham--@Alamo--@NationalPro--@Enterprise--@FN------.,,0.55184,,,,
2318,Cory Booker,CoryBooker,M,D,"RT @CovHousePrez: Yovanni was shot &amp; killed in his home in Asbury Park, NJ, last week-- He was our @CovenantHouse neighbor-- He was 10-- 46 ch------",2216,0,,"RT @CovHousePrez: Yovanni was shot &amp; killed in his home in Asbury Park, NJ, last week-- He was our @CovenantHouse neighbor-- He was 10-- 46 ch------.",,0.595358,,,,
2319,Cory Booker,CoryBooker,M,D,"@dklawjr I sincerely wish you the best-- Amidst it all, may we both grow more kind and extend more grace as we seek a better world--",6,6,0.87358,"@dklawjr I sincerely wish you the best-- Amidst it all, may we both grow more kind and extend more grace as we seek a better world--.",,,,,,
2320,Cory Booker,CoryBooker,M,D,"""------what I'm asking is impossible----But in our time, as in every time,--the impossible is the least that one can dema------ https://t--co/FhFPdUL9uo",200,816,,"""------what I'm asking is impossible----But in our time, as in every time,--the impossible is the least that one can dema------ https://t--co/FhFPdUL9uo.",,0.733834,0.751512,,,
2321,Cory Booker,CoryBooker,M,D,"""Neither love nor terror makes one blind: indifference makes one blind--""------ James Baldwin",290,974,,"""Neither love nor terror makes one blind: indifference makes one blind--""------ James Baldwin.",0.589295,0.629454,,,,
2322,Cory Booker,CoryBooker,M,D,"""Those who say it can't be done are usually interrupted by others doing it--"" ---- James Baldwin",408,1512,,,,,,,,
2323,Cory Booker,CoryBooker,M,D,"""It is certain, in any case, that ignorance, allied with power, is the most ferocious enemy justice can have--"" ------ James Baldwin",485,1299,,"""It is certain, in any case, that ignorance, allied with power, is the most ferocious enemy justice can have--"" ------ James Baldwin.",0.828638,,,,,0.64758
2324,Cory Booker,CoryBooker,M,D,"""Know from whence you came-- If you know whence you came, there are absolutely no limitations to where you can go--"" ------ James Baldwin",145,535,,"""Know from whence you came-- If you know whence you came, there are absolutely no limitations to where you can go--"" ------ James Baldwin.",0.953327,,,,,
2325,Cory Booker,CoryBooker,M,D,"""Anyone who has ever struggled with poverty knows how extremely expensive it is to be poor--"" ------ James Baldwin",799,3201,,"""Anyone who has ever struggled with poverty knows how extremely expensive it is to be poor--"" ------ James Baldwin.",,0.659164,,,,
2326,Cory Booker,CoryBooker,M,D,"""I can't believe what you say, because I see what you do--"" ------ James Baldwin",4366,16325,,"""I can't believe what you say, because I see what you do--"" ------ James Baldwin.",0.560098,,,0.681699,,
2327,Cory Booker,CoryBooker,M,D,"""I love America more than any other country in the world and, exactly for this reason, I insist on the right to cri------ https://t--co/I6jeCXVZEG",1783,8830,0.624455,"""I love America more than any other country in the world and, exactly for this reason, I insist on the right to cri------ https://t--co/I6jeCXVZEG.",,,,,,
2328,Cory Booker,CoryBooker,M,D,"""Not everything that is faced can be changed, but nothing can be changed until it is faced--"" ---- James Baldwin",365,1196,,"""Not everything that is faced can be changed, but nothing can be changed until it is faced--"" ---- James Baldwin.",,0.616344,,,,
2329,Cory Booker,CoryBooker,M,D,"""Please try to remember that what they believe, as well as what they do and cause you to endure does not testify to------ https://t--co/WCwRJk1tsm",344,1110,,"""Please try to remember that what they believe, as well as what they do and cause you to endure does not testify to------ https://t--co/WCwRJk1tsm.",0.861227,,,0.681699,,
2330,Cory Booker,CoryBooker,M,D,"""Whoever debases others is debasing himself--"" ---- James Baldwin, The Fire Next Time",156,706,,,,,,,,
2331,Cory Booker,CoryBooker,M,D,"""If the concept of God has any validity or any use, it can only be to make us larger, freer, and more loving-- If Go------ https://t--co/C2YhtXwO5D",509,2146,,"""If the concept of God has any validity or any use, it can only be to make us larger, freer, and more loving-- If Go------ https://t--co/C2YhtXwO5D.",0.867256,,,0.853549,,
2332,Cory Booker,CoryBooker,M,D,RT @RepRoKhanna: Happy to hear @SenGillibrand is joining @SenBooker to cosponsor the #MarijuanaJusticeAct in the Senate-- It's time to end t------,157,0,0.828962,RT @RepRoKhanna: Happy to hear @SenGillibrand is joining @SenBooker to cosponsor the #MarijuanaJusticeAct in the Senate-- It's time to end t------.,,,,,,
2333,Cory Booker,CoryBooker,M,D,RT @StopBigMoney: Thanks @CoryBooker for taking up the fight with us to end #CitizensUnited-- You're right - it's time to pass campaign fina------,185,0,0.515398,RT @StopBigMoney: Thanks @CoryBooker for taking up the fight with us to end #CitizensUnited-- You're right - it's time to pass campaign fina------.,,,,,,
2334,Cory Booker,CoryBooker,M,D,"RT @SenBooker: In Candid, Personal Podcast, @CoryBooker Reflects on Black History, Path Forward: https://t--co/1ARy5OJkfw",46,0,0.703337,"RT @SenBooker: In Candid, Personal Podcast, @CoryBooker Reflects on Black History, Path Forward: https://t--co/1ARy5OJkfw.",,,,,,
2335,Cory Booker,CoryBooker,M,D,RT @Blavity: Senator @CoryBooker peels back the curtains on his personal journey to gov't and shares the wisdom of the Booker legacy-- #WeAr------,61,0,0.743142,RT @Blavity: Senator @CoryBooker peels back the curtains on his personal journey to gov't and shares the wisdom of the Booker legacy-- #WeAr------.,,,,,,
2336,Cory Booker,CoryBooker,M,D,RT @AtlanticLIVE: Senator @CoryBooker will take the stage at #DefiningJustice DC on 2/28-- You can read his recent conversation on the topic------,46,0,,,,,,,,
2337,Cory Booker,CoryBooker,M,D,RT @SenBooker: Farmworkers &amp; others who come into close contact with dangerous pesticides should at the very least have a basic level of pr------,204,0,,,,,,,,
2338,Cory Booker,CoryBooker,M,D,"RT @SenBooker: Unfortunately, the Trump Administration is now proposing to weaken these common-sense protections--safeguards that have been------",101,0,,,,,,,,
2339,Cory Booker,CoryBooker,M,D,RT @SenBooker: We know that certain pesticides can increase the risk of cancer and can negatively impact brain development in children--it i------,93,0,,RT @SenBooker: We know that certain pesticides can increase the risk of cancer and can negatively impact brain development in children--it i------.,,,0.579436,,,
2340,Cory Booker,CoryBooker,M,D,RT @SenBooker: I've joined my colleagues @TomUdall @SenKamalaHarris &amp; @SenBlumenthal pushing a compromise amendment to preserve these prote------,135,0,,,,,,,,
2341,Cory Booker,CoryBooker,M,D,RT @Hertz: We have notified the NRA that we are ending the NRA's rental car discount program with Hertz--,54039,0,,,,,,,,
2342,Cory Booker,CoryBooker,M,D,RT @Ike_Saul: Students have:----- forced CNN town hall--- got new commitments from Rubio --- pressured POTUS to call for bump stock ban--- led a------,168178,0,,RT @Ike_Saul: Students have:----- forced CNN town hall--- got new commitments from Rubio --- pressured POTUS to call for bump stock ban--- led a------.,0.862286,,,,,
2343,Cory Booker,CoryBooker,M,D,RT @UConn: UConn would like to assure students who have applied or been admitted to the University that disciplinary action associated with------,15564,0,,,,,,,,
2344,Cory Booker,CoryBooker,M,D,RT @brianschatz: Florida is fortunate to be represented by Bill Nelson--,229,0,,RT @brianschatz: Florida is fortunate to be represented by Bill Nelson--.,,,,0.786991,,
2345,Cory Booker,CoryBooker,M,D,"""If you have no critics you'll likely have no success--""--Malcolm X----Sir, your personal attacks will fail------Your mill------ https://t--co/dKzBHvsaaf",2271,10592,,"""If you have no critics you'll likely have no success--""--Malcolm X----Sir, your personal attacks will fail------Your mill------ https://t--co/dKzBHvsaaf.",,0.557857,,0.5538,,
2346,Cory Booker,CoryBooker,M,D,"Took some young friends from my community to see #BlackPanther in Newark last night-- Some of my staff, interns and------ https://t--co/LrJs5DR5Ce",541,5512,,"Took some young friends from my community to see #BlackPanther in Newark last night-- Some of my staff, interns and------ https://t--co/LrJs5DR5Ce.",,,,0.822231,,
2347,Cory Booker,CoryBooker,M,D,"RT @GovMurphy: New Jersey will think------New Jersey will pray------But I guarantee you, New Jersey will act------#GunReformNow https://t--co/c2mwrz0------",1328,0,,,,,,,,
2348,Cory Booker,CoryBooker,M,D,"Senator @SherrodBrown, one of the toughest fighters for working people and all people in the senate is now on Insta------ https://t--co/HvTSPL9KM7",266,1773,,"Senator @SherrodBrown, one of the toughest fighters for working people and all people in the senate is now on Insta------ https://t--co/HvTSPL9KM7.",,,0.618451,,,
2349,Cory Booker,CoryBooker,M,D,"RT @ABC: Survivors of the school shooting in Florida are calling for a march on Washington to demand action on gun control-- ""People are say------",14361,0,,,,,,,,
2350,Cory Booker,CoryBooker,M,D,RT @brianschatz: We passed laws and rules to make cars safer and fewer people die now-- Laws can work if you write them correctly--,957,0,,RT @brianschatz: We passed laws and rules to make cars safer and fewer people die now-- Laws can work if you write them correctly--.,,0.614206,,,,
2351,Cory Booker,CoryBooker,M,D,"RT @Everytown: If more guns in more places made us safer, wouldn't the U--S-- be the safest country on earth------ Join the movement to #EndGunV------",932,0,0.580306,"RT @Everytown: If more guns in more places made us safer, wouldn't the U--S-- be the safest country on earth------ Join the movement to #EndGunV------.",0.60456,,,,,
2352,Cory Booker,CoryBooker,M,D,"RT @NBCNews: ""We call BS--"" Student from Marjory Stoneman Douglas High School leads chant on lawmakers' responses to gun violence after scho------",18458,0,,,,,,,,
2353,Cory Booker,CoryBooker,M,D,RT @ycancela: Shooting survivor Emma Gonzalez just called out Trump on national television------ She is on a mission-- https://t--co/dOZ1H8xzZ2,136390,0,,RT @ycancela: Shooting survivor Emma Gonzalez just called out Trump on national television------ She is on a mission-- https://t--co/dOZ1H8xzZ2.,,,,0.5538,,
2354,Cory Booker,CoryBooker,M,D,@beautifullyvgn I've tried it-- So so good--,9,2,0.780696,@beautifullyvgn I've tried it-- So so good--.,,,,0.681699,,
2355,Cory Booker,CoryBooker,M,D,RT @chrislhayes: 1) The President ended DACA unilaterally----2) He then said: work out a bi-partisan bill I'll sign anything you bring me----3)------,15146,0,,RT @chrislhayes: 1) The President ended DACA unilaterally----2) He then said: work out a bi-partisan bill I'll sign anything you bring me----3)------.,0.560098,,,,,
2356,Cory Booker,CoryBooker,M,D,"RT @kylegriffin1: Elijah Cummings: ""For all of those who have been asking 'where is the evidence of a crime--'--this is it--  This is the crim------",2186,0,,"RT @kylegriffin1: Elijah Cummings: ""For all of those who have been asking 'where is the evidence of a crime--'--this is it--  This is the crim------.",,,0.55893,,,
2357,Cory Booker,CoryBooker,M,D,RT @katieLstein: https://t--co/AZ5Ox0oKmu,543,0,,,,,,,,
2358,Cory Booker,CoryBooker,M,D,"A podcast with much wisdom-- Worth a listen------""One of the greatest acts of courage is to be vulnerable with someone------ https://t--co/hntSkbfBz0",172,679,0.835974,"A podcast with much wisdom-- Worth a listen------""One of the greatest acts of courage is to be vulnerable with someone------ https://t--co/hntSkbfBz0.",,,,,,
2359,Cory Booker,CoryBooker,M,D,This is a powerful vision and urgently important-- Thank you @ShaunKing https://t--co/zhWXxQ3Hus,256,1062,0.811702,This is a powerful vision and urgently important-- Thank you @ShaunKing https://t--co/zhWXxQ3Hus.,,,,,,
2360,Cory Booker,CoryBooker,M,D,RT @MichaelSkolnik: One shoe bomber tried to blow up a plane and now we are forced to take off our shoes------1606 mass shootings since Sandy------,164516,0,,RT @MichaelSkolnik: One shoe bomber tried to blow up a plane and now we are forced to take off our shoes------1606 mass shootings since Sandy------.,0.620279,,,,,
2361,Cory Booker,CoryBooker,M,D,"When is enough, enough------ How much bloodshed, how many more deaths----------My heart breaks at the news from Florida-------- https://t--co/cQrAJwJpFV",17132,60946,,"When is enough, enough------ How much bloodshed, how many more deaths----------My heart breaks at the news from Florida-------- https://t--co/cQrAJwJpFV.",,0.834866,,,,
2362,Cory Booker,CoryBooker,M,D,@StupidestTime55 @LA_Crystal @mattklapper @justicedems @StopBigMoney Thank you for doing the research and seeing th------ https://t--co/xu4s1xnh8d,7,8,0.553808,@StupidestTime55 @LA_Crystal @mattklapper @justicedems @StopBigMoney Thank you for doing the research and seeing th------ https://t--co/xu4s1xnh8d.,,,,,,
2363,Cory Booker,CoryBooker,M,D,"""Where justice is denied, where poverty is enforced, where ignorance prevails, &amp; where any one class is made to fee------ https://t--co/dN6Ngjg6l3",1627,4580,,"""Where justice is denied, where poverty is enforced, where ignorance prevails, &amp; where any one class is made to fee------ https://t--co/dN6Ngjg6l3.",,0.579449,,,,0.506468
2364,Cory Booker,CoryBooker,M,D,@LA_Crystal @mattklapper @justicedems @StopBigMoney So grateful u accepted my challenge &amp; are willing to talk-- Plea------ https://t--co/RVoA72s9Pd,13,230,0.701361,"@LA_Crystal @mattklapper @justicedems @StopBigMoney Crystal, I'd love to talk to you-- When you say I voted against------ https://t--co/8zRzdzr3Jz.",,,,,,
2365,Cory Booker,CoryBooker,M,D,Very excited to announce that @SenGillibrand will be the 2nd cosponsor of the #MarijuanaJusticeAct-- ----Watch and sha------ https://t--co/nFoWmptIrd,346,1922,0.884227,Very excited to announce that @SenGillibrand will be the 2nd cosponsor of the #MarijuanaJusticeAct-- ----Watch and sha------ https://t--co/nFoWmptIrd.,,,0.6821,,,
2366,Cory Booker,CoryBooker,M,D,https://t--co/7fy5P2f3h9,248,694,,,,,,,,
2367,Cory Booker,CoryBooker,M,D,"RT @RyanPHaygood: Thank you, Senator @CoryBooker-- And we, at @NJ_ISJ, recognize you for standing with us at a critical moment in history to------",56,0,0.734665,"RT @RyanPHaygood: Thank you, Senator @CoryBooker-- And we, at @NJ_ISJ, recognize you for standing with us at a critical moment in history to------.",,,,,,
2368,Cory Booker,CoryBooker,M,D,"@LA_Crystal @mattklapper @justicedems @StopBigMoney Crystal, I'd love to talk to you-- When you say I voted against------ https://t--co/8zRzdzr3Jz",17,280,,,,,,,,
2369,Cory Booker,CoryBooker,M,D,I heard from constituents today asking about corporate PAC contributions-- I'm joining several of my colleagues &amp; no------ https://t--co/skqKi7W3ff,6923,27885,,,,,,,,
2370,Cory Booker,CoryBooker,M,D,RT @SenBooker: --@CoryBooker &amp; @SenatorMenendez hold news conference at the Hoboken Terminal to discuss efforts to improve rail safety and i------,138,0,,,,,,,,
2371,Cory Booker,CoryBooker,M,D,RT @neiltyson: They run into burning buildings as we flee them-- They approach where bullets are fired as we frantically escape the danger--------,14517,0,,RT @neiltyson: They run into burning buildings as we flee them-- They approach where bullets are fired as we frantically escape the danger--------.,,,,,0.832095,
2372,Cory Booker,CoryBooker,M,D,RT @SenBooker: Sen-- @CoryBooker Discusses Rail Safety in Wake of Hoboken @NTSB Findings: https://t--co/3mC3ZrjIOs https://t--co/DZx9q85Hdp,50,0,,,,,,,,
2373,Cory Booker,CoryBooker,M,D,RT @brhodes: Yes-- And that's what the whole tea party thing was about right-- Deficits-- Sure-- https://t--co/5ffUs6bREt,790,0,0.720513,RT @brhodes: Yes-- And that's what the whole tea party thing was about right-- Deficits-- Sure-- https://t--co/5ffUs6bREt.,,,,,,
2374,Cory Booker,CoryBooker,M,D,RT @brianschatz: These guys just blew a hole in the deficit 1--5 trillion dollars wide for basically no economic reason and sure enough now------,3091,0,,,,,,,,
2375,Cory Booker,CoryBooker,M,D,RT @DonaldNorcross: We must make sure our teachers receive all the support they need to shape the next generation------That's why @SenBooker &amp;------,76,0,,RT @DonaldNorcross: We must make sure our teachers receive all the support they need to shape the next generation------That's why @SenBooker &amp;------.,,,0.879222,,,
2376,Cory Booker,CoryBooker,M,D,RT @TIDAL: Listen to four Dreamers from New Jersey share their heartbreaking and inspiring stories with Senator @CoryBooker on his 'Lift Ev------,63,0,0.721567,RT @TIDAL: Listen to four Dreamers from New Jersey share their heartbreaking and inspiring stories with Senator @CoryBooker on his 'Lift Ev------.,,,,,,
2377,Cory Booker,CoryBooker,M,D,"RT @NPWF: ""We have work to do in this nation-- And if there's anything that the last 25 years have shown us, it's that when we come together------",54,0,,,,,,,,
2378,Cory Booker,CoryBooker,M,D,"RT @TIDAL: Stream Senator @CoryBooker's 'Lift Every Voice' podcast featuring @ViLyles and listen to them discuss local government, black wo------",25,0,,"RT @TIDAL: Stream Senator @CoryBooker's 'Lift Every Voice' podcast featuring @ViLyles and listen to them discuss local government, black wo------.",,,0.618451,,,
2379,Cory Booker,CoryBooker,M,D,"RT @SenBooker: Over the past week, @realDonaldTrump said it was treasonous to not clap for him, urged a government shutdown and reportedly------",2134,0,,,,,,,,
2380,Cory Booker,CoryBooker,M,D,RT @ddreyer: The bipartisan Dignity for Incarcerated Women Act was filed today in Georgia with cosponsors @RepEricaThomas @BeeForGeorgia @R------,71,0,,,,,,,,
2381,Cory Booker,CoryBooker,M,D,"RT @ChrisJZullo: You don't Make America Great Again by oppressing minorities, protecting corporations, fighting perpetual war, ignoring edu------",639,0,,,,,,,,
2382,Cory Booker,CoryBooker,M,D,"""Fear politics are the worst-- Collaborative politics are the best--"" ----Hear about how the 1st female black mayor of------ https://t--co/eiHHjcyzmV",180,531,,"""Fear politics are the worst-- Collaborative politics are the best--"" ----Hear about how the 1st female black mayor of------ https://t--co/eiHHjcyzmV.",,,,,0.827168,
2383,Cory Booker,CoryBooker,M,D,"May we help more than we hurt, may we seek to understand more than be understood and may we love more than we judge--",2909,12353,,"May we help more than we hurt, may we seek to understand more than be understood and may we love more than we judge--.",0.687768,,,0.88939,,
2384,Cory Booker,CoryBooker,M,D,"""I go to all the grocery stores all over my city-- And there's nothing better than walking down the aisle and somebo------ https://t--co/zP8oqzQoqn",132,982,,"""I go to all the grocery stores all over my city-- And there's nothing better than walking down the aisle and somebo------ https://t--co/zP8oqzQoqn.",,,0.825035,,,
2385,Cory Booker,CoryBooker,M,D,New podcast episode up on #LiftEveryVoice for #BlackHistoryMonth---- ----I talked to a real changemaker on issues affec------ https://t--co/7ObkZi75p3,168,526,,,,,,,,
2386,Cory Booker,CoryBooker,M,D,So excited to announce that my podcast #LiftEveryVoice is now available on @Tidal-- Stay tuned for new episodes duri------ https://t--co/44itEexwZk,185,546,0.889862,So excited to announce that my podcast #LiftEveryVoice is now available on @Tidal-- Stay tuned for new episodes duri------ https://t--co/44itEexwZk.,,,,,,
2387,Cory Booker,CoryBooker,M,D,"It isn't time to give up, curl up or shut up-- It's time to stand up, act up &amp; speak up-- ----This #BlackHistoryMonth l------ https://t--co/sn6upbhLcS",1349,6335,,,,,,,,
2388,Cory Booker,CoryBooker,M,D,The @BoysGirlsNewark club does such incredible work for our kids in Newark--please consider supporting this------ https://t--co/5Bs6vcFORh,272,854,0.702523,The @BoysGirlsNewark club does such incredible work for our kids in Newark--please consider supporting this------ https://t--co/5Bs6vcFORh.,0.532616,,,,,
2389,Cory Booker,CoryBooker,M,D,RT @RepSwalwell: The economy is not the stock market-- It's not the unemployment rate-- And it's not GDP-- It's you-- And if you're only gettin------,12458,0,,,,,,,,
2390,Cory Booker,CoryBooker,M,D,RT @peterbakernyt: The federal government is now racking up debt so much faster following the tax cuts that it will hit the debt ceiling a------,5228,0,,,,,,,,
2391,Cory Booker,CoryBooker,M,D,RT @thehill: Trump Treasury Dept on track to borrow nearly double the amount borrowed last year: report https://t--co/tVRvaYrSef https://t--c------,942,0,,,,,,,,
2392,Cory Booker,CoryBooker,M,D,"RT @kylegriffin1: The U--S-- government is set to borrow nearly $1 trillion this year, an 84% jump from last year-- https://t--co/4eN8R5ZNhu",3331,0,,"RT @kylegriffin1: The U--S-- government is set to borrow nearly $1 trillion this year, an 84% jump from last year-- https://t--co/4eN8R5ZNhu.",,0.502161,,,,
2393,Cory Booker,CoryBooker,M,D,@beautifullyvgn I would like some please,5,1,,@beautifullyvgn I would like some please.,,,,0.984352,,
2394,Cory Booker,CoryBooker,M,D,"RT @JordanUhl: Today is the busiest, most hectic day of the year for pizza delivery people-- ----They're hourly workers, underpaid and most li------",26374,0,,,,,,,,
2395,Cory Booker,CoryBooker,M,D,RT @kylegriffin1: A former lobbyist for the corn syrup and snack food industries is now helping set USDA dietary guidelines for the Trump a------,7484,0,,,,,,,,
2396,Cory Booker,CoryBooker,M,D,RT @SenBooker: Happy birthday Rosa Parks-- In the long struggle towards equality and justice for all - may we never give in to forces trying------,739,0,,,,,,,,
2397,Cory Booker,CoryBooker,M,D,Deeply saddened by the news of another Amtrak crash-- Praying for the victims and their loved ones-- We must take act------ https://t--co/3gAQMxkOdY,199,937,,Deeply saddened by the news of another Amtrak crash-- Praying for the victims and their loved ones-- We must take act------ https://t--co/3gAQMxkOdY.,,0.846457,,,,
2398,Cory Booker,CoryBooker,M,D,"Ahead of #SuperBowlSunday tonight, let's not forget that history has shown protest is patriotic - whether you take------ https://t--co/IjamKdxy1P",3436,13983,0.51471,"Ahead of #SuperBowlSunday tonight, let's not forget that history has shown protest is patriotic - whether you take------ https://t--co/IjamKdxy1P.",0.677069,,,,,
2399,Cory Booker,CoryBooker,M,D,"It's not ""playing politics"" to expect a nominee to be truthful when testifying before Congress-- It's the bare minim------ https://t--co/nHNGL1EJsi",728,2464,,,,,,,,
2400,John McCain,SenJohnMcCain,M,R,The seizure of the malicious sex marketplace https://t--co/KUfHCHvNpB marks an important step forward in the fight a------ https://t--co/eQDgEZybbM,779,3876,,,,,,,,
2401,John McCain,SenJohnMcCain,M,R,It's easy to punish #China-- It's a lot harder to hold it truly accountable and change its behavior-- That requires a------ https://t--co/baP92lz7H4,3389,14170,,It's easy to punish #China-- It's a lot harder to hold it truly accountable and change its behavior-- That requires a------ https://t--co/baP92lz7H4.,,0.596793,,,,
2402,John McCain,SenJohnMcCain,M,R,New sanctions send a message to #Putin &amp; his cronies that there will be a high price to pay for Russian aggression-------- https://t--co/AbebT23zC8,555,2379,,,,,,,,
2403,John McCain,SenJohnMcCain,M,R,Good news from @DeptofDefense that they intend to shock test USS Gerald R Ford-- Full ship shock trials before first------ https://t--co/a3ERq5JVCP,109,753,,,,,,,,
2404,John McCain,SenJohnMcCain,M,R,Praying for the family &amp; friends of @AFThunderbirds pilot killed in F-16 crash in #Nevada-- With more service member------ https://t--co/P0dkBUXUES,369,2439,,Praying for the family &amp; friends of @AFThunderbirds pilot killed in F-16 crash in #Nevada-- With more service member------ https://t--co/P0dkBUXUES.,,0.682437,,,,
2405,John McCain,SenJohnMcCain,M,R,"Must-read @azcentral editorial: ""#RioReimagined challenges metro #Phoenix to think big-- Are we ready--"" https://t--co/gWwiWJbfMB",35,127,,"Must-read @azcentral editorial: ""#RioReimagined challenges metro #Phoenix to think big-- Are we ready--"" https://t--co/gWwiWJbfMB.",0.589295,,,,,
2406,John McCain,SenJohnMcCain,M,R,"Thank you @GrandCanyonNPS @GrandCanyonAssn &amp; @dougducey for this incredible honor, which I'm proud to share with my------ https://t--co/SEM6PY1l2h",146,1071,0.988341,"Thank you @GrandCanyonNPS @GrandCanyonAssn &amp; @dougducey for this incredible honor, which I'm proud to share with my------ https://t--co/SEM6PY1l2h.",,,,,,
2407,John McCain,SenJohnMcCain,M,R,"RT @ASU: #RioReimagined, the visionary plan put in motion by @SenJohnMcCain and @ASU to transform the Salt River into an urban and environm------",35,0,,,,,,,,
2408,John McCain,SenJohnMcCain,M,R,Cindy &amp; I send our prayers &amp; condolences to the families of the four Marines whose lives were lost in the CH-53E cr------ https://t--co/BzXKpk3ysF,781,6946,,Cindy &amp; I send our prayers &amp; condolences to the families of the four Marines whose lives were lost in the CH-53E cr------ https://t--co/BzXKpk3ysF.,,0.781697,,,,
2409,John McCain,SenJohnMcCain,M,R,"--@TIME: ""How Poetry Helped Sustain John McCain During His Years as a Prisoner of War"" #NationalPoetryMonth https://t--co/P1gwverYrQ",312,1677,,,,,,,,
2410,John McCain,SenJohnMcCain,M,R,"RT @MayorStanton: Thank you @SenJohnMcCain for bringing together federal, state, regional &amp; tribal leaders to launch the next chapter of th------",43,0,0.639573,"RT @MayorStanton: Thank you @SenJohnMcCain for bringing together federal, state, regional &amp; tribal leaders to launch the next chapter of th------.",,,,,,
2411,John McCain,SenJohnMcCain,M,R,"#RioReimagined is a grand project that will transform the Valley, enhance our communities &amp; connect all Arizonans-------- https://t--co/7Dx8TW1P46",103,468,0.802326,"#RioReimagined is a grand project that will transform the Valley, enhance our communities &amp; connect all Arizonans-------- https://t--co/7Dx8TW1P46.",,,0.6821,,,
2412,John McCain,SenJohnMcCain,M,R,"RT @michaelcrow: #RioReimagined will be an ambitious, regional initiative that engages communities across the Valley and serves as a point------",36,0,0.578034,"RT @michaelcrow: #RioReimagined will be an ambitious, regional initiative that engages communities across the Valley and serves as a point------.",,,,,,
2413,John McCain,SenJohnMcCain,M,R,Happy #DbacksOpeningDay-- Here's hoping the @Dbacks have better luck fielding flies than @cindymccain &amp; I did-- https://t--co/rjcOD7DeUl,474,5452,0.898752,Happy #DbacksOpeningDay-- Here's hoping the @Dbacks have better luck fielding flies than @cindymccain &amp; I did-- https://t--co/rjcOD7DeUl.,,,,0.88939,,
2414,John McCain,SenJohnMcCain,M,R,Glad to see the concerns of #Phoenix residents addressed &amp; this long-standing issue resolved-- https://t--co/ksNp8qaRcf,40,256,,Glad to see the concerns of #Phoenix residents addressed &amp; this long-standing issue resolved-- https://t--co/ksNp8qaRcf.,0.801827,,,,,
2415,John McCain,SenJohnMcCain,M,R,"Must-read from @insidedefense ""How GOP defense hawks delivered a massive military budget"" https://t--co/Kw2wmsF8Ir",81,212,,,,,,,,
